ID,SMILES,Respiratory Toxicity_Respiratory Toxicity,Irritation and Corrosion_Eye Corrosion,Hepatotoxicity_Hepatotoxicity,Endocrine Disruption_SR-p53,Endocrine Disruption_SR-HSE,Endocrine Disruption_SR-ATAD5,Endocrine Disruption_SR-ARE,Endocrine Disruption_NR-aromatase,Endocrine Disruption_NR-ER,Endocrine Disruption_NR-ER-LBD,Endocrine Disruption_NR-AhR,Endocrine Disruption_NR-AR,Endocrine Disruption_NR-AR-LBD,Clinical Toxicity_Clinical toxicity,Cardiotoxicity_Cardiotoxicity-5,Cardiotoxicity_Cardiotoxicity-10,Cardiotoxicity_Cardiotoxicity-1,Carcinogenicity_Carcinogenicity,CYP450_CYP3A4,CYP450_CYP2C19,CYP450_CYP1A2,CYP450_CYP2C9,Mutagenicity_Ames Mutagenicity,Irritation and Corrosion_Eye Irritation,Endocrine Disruption_SR-MMP,Endocrine Disruption_NR-PPAR-gamma,Developmental and Reproductive Toxicity_Reproductive Toxicity,Developmental and Reproductive Toxicity_Developmental Toxicity,Cardiotoxicity_Cardiotoxicity-30,CYP450_CYP2D6
TOX-107307,O=C(c1ccco1)N1CCC2(CC1)CN(c1ccccc1)C2,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0
TOX-107308,O=C(c1ccco1)N1CCC2(CCN(Cc3ccccc3)CC2)CC1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
TOX-107309,O=C(c1ccco1)N1CCC2(CCN(Cc3ccncc3)CC2)CC1,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
TOX-107310,O=C(c1cccs1)n1nc(-c2ccc(Cl)cc2)nc1NCc1ccco1,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,0.0
TOX-107311,O=C(C1CCN(S(=O)(=O)c2cccc3cccnc23)CC1)N1CCN(c2ccccn2)CC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
TOX-107312,O=C(c1ccncc1)N1CCC[C@@]2(CCN(c3ccccn3)C2)C1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0
TOX-107313,O=C(c1ccncc1)N1CCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107314,O=C(c1cn(-c2ccccc2)nc1-c1cccs1)N1CCOCC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
TOX-107315,O=C(c1cnc(N2CCN(c3ncccn3)CC2)c2ccccc12)N1CCN(c2ncccn2)CC1,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,
TOX-107316,O=C(c1cnccn1)N1CCC2(CC1)CCN(c1ccccc1)CC2,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0
TOX-107317,O=C(c1cnccn1)N1CCC2(CC1)CN(Cc1ccncc1)C2,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0
TOX-107318,O=C(c1cnccn1)N1CCC2(CCN(Cc3nccs3)CC2)CC1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107319,O=C(c1csnn1)N1CCC[C@@]2(CCN(c3cccc(-c4ccccc4)c3)C2)C1,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.0
TOX-107320,O=C(c1csnn1)N1CCC2(CCCN(c3ccncc3)C2)CC1,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
TOX-107321,O=C(c1csnn1)N1CCC2(CCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)CC1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
TOX-107322,O=C(CC(=O)NC1CCCCC1)N/N=C/c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0
TOX-107323,O=C(Cc1ccc(Cl)cc1)N1CCN(C(=O)c2ccco2)CC1,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,0.0
TOX-107324,O=C(Cc1ccccc1)NCCSCc1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
TOX-107325,O=C(CCc1nc(O)c2ccccc2n1)OCC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0
TOX-107326,O=C(CCCC(=O)OCC(=O)c1ccc(Cl)cc1Cl)Nc1cc(C(F)(F)F)ccc1Cl,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
TOX-107327,O=C(CCCNC(=O)/C(=C\c1ccccc1F)NC(=O)c1ccccc1)OCc1ccccc1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,
TOX-107328,O=C(CCCNS(=O)(=O)c1cccc2nsnc12)NCCc1ccccc1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0
TOX-107329,O=C(CCl)Nc1ccc(Oc2cnc3ccccc3n2)cc1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0
TOX-107330,O=C(CCN1CCCCC1)c1csc2ccccc12,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,1.0
TOX-107331,O=C(CCN1CCCCC1)N1CCc2c([nH]c3ccccc23)[C@H]1c1cccnc1,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,
TOX-107332,O=C(CCSc1ccc(Cl)cc1)N1CCCCCC1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
TOX-107333,O=C(CN(c1ccccc1)S(=O)(=O)c1ccccc1)NCCSc1nc2ccccc2s1,,,,,,,,,,,,,,,,,,,0.0,,0.0,1.0,,,,,,,,
TOX-107334,O=C(CN1C(=O)c2cccc3cccc(c23)C1=O)N1CCCCCC1,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0
TOX-107335,O=C(CN1C(=O)c2ccccc2C1=O)[C@@H](O)CN1C(=O)c2ccccc2C1=O,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107336,O=C(Cn1ccc([N+](=O)[O-])n1)NCc1cccs1,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0
TOX-107337,O=C(CN1CCN(CC(=O)Nc2ccccc2Cl)CC1)Nc1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
TOX-107338,O=C(CN1CCN(Cc2ccccc2)CC1)c1ccc(Br)cc1,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,1.0
TOX-107339,O=C(Cn1cnc([N+](=O)[O-])n1)N/N=C/c1ccccc1O,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,0.0
TOX-107340,O=C(Cn1nnc2ccccc21)N1CCCCC1,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0
TOX-107341,O=C(CNC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0
TOX-107342,O=C(CNC(=O)c1cccs1)NCC(=O)OCc1ccc(Cl)cc1Cl,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0
TOX-107343,O=C(CNS(=O)(=O)c1ccc(Br)cc1)N1CCOCC1,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,0.0
TOX-107344,O=C(COc1cccc(NC(=O)c2cccc([N+](=O)[O-])c2)c1)c1ccc(Br)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,,,,
TOX-107345,O=C(COc1ccccc1-c1ccccc1)N/N=C/c1cccc2ccccc12,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,0.0
TOX-107346,O=C(CSC1=NCCS1)N1CCN(c2ccc(Cl)cc2)CC1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.0
TOX-107347,O=C(CSc1ccc(Cl)cc1)Nc1cccc(-c2nc3ncccc3o2)c1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0
TOX-107348,O=C(CSc1nccn1-c1ncc(C(F)(F)F)cc1Cl)c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0
TOX-107349,O=C(CSCc1cccc(Cl)c1)NCc1ccc2c(c1)OCO2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,1.0
TOX-107350,O=C(CSCc1ccccc1)Nc1ccc(S(=O)(=O)N2CCOCC2)cc1,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,,,,,,,,1.0
TOX-107351,O=C(N/N=C/C1C(c2ccccc2)C1(Cl)Cl)c1cccc(Br)c1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
TOX-107352,O=C(N/N=C/c1ccc(Cl)cc1Cl)c1cccc(F)c1,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
TOX-107353,O=C(N/N=C/c1cccnc1)c1ccc([N+](=O)[O-])cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,
TOX-107354,O=C(N[C@@H](c1ccccc1)[C@@H]1C[C@H]1C(=O)NCc1ccccn1)OCc1ccccc1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0
TOX-107355,O=C(N1CCOCC1)C1(c2ccccc2)CCNCC1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107356,O=C(NC(Cc1c[nH]c2ccccc12)c1nnc2n1CCCCC2)c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,,,,,
TOX-107357,O=C(NC12CC3CC(CC(C3)C1)C2)C12CC3CC(C1)CC(n1cnc(Cl)n1)(C3)C2,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
TOX-107358,O=C(Nc1ccc2c(c1)OCCO2)c1cc2sccc2n1Cc1ccc(F)cc1,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,
TOX-107359,O=C(Nc1ccc2ccccc2c1)[C@@H]1C[C@H]1[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0
TOX-107360,O=C(Nc1ccc2oc(-c3ccccc3F)nc2c1)c1ccc2c(c1)OCCO2,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.0
TOX-107361,O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCN(S(=O)(=O)c3ccccc3)C2)C1,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
TOX-107362,O=C(Nc1cccc(F)c1)N1CC[C@@]2(CCCNC2)C1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0
TOX-107363,O=C(Nc1cccc(F)c1)N1CC2(CCN(C(=O)c3ccncc3)CC2)C1,,,,,,,,,,,,,,,,,,,1.0,,0.0,0.0,,,,,,,,
TOX-107364,O=C(Nc1cccc(F)c1)Nc1ccccn1,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,0.0
TOX-107365,O=C(Nc1cccc(OC(=O)c2cccnc2)c1)c1cccnc1,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,0.0
TOX-107366,O=C(Nc1cccc2ccccc12)c1nn(C23CC4CC(CC(C4)C2)C3)cc1Br,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,
TOX-107367,O=C(NC1CCCCC1)C12CC3CC(C1)CC(n1cncn1)(C3)C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
TOX-107368,O=C(NC1CCCCC1)c1ccc(COCC(F)(F)F)o1,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,0.0
TOX-107369,O=C(Nc1ccccc1)N(Cc1ccccc1)CC(O)C(F)(F)F,,,,,,,,,,,,,,,,,,,0.0,1.0,,1.0,,,,,,,,0.0
TOX-10737,Cc1ccccc1OCC(=O)O,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,
TOX-107370,O=C(Nc1ccccc1)N1CCC2(CC1)CCN(C(=O)c1cnccn1)CC2,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107371,O=C(Nc1ccccc1[N+](=O)[O-])C1C(c2ccccc2)=C1c1ccccc1,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,0.0
TOX-107372,O=C(Nc1ccccc1C(=O)O)c1ccc2ccccc2n1,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0
TOX-107373,O=C(Nc1ccccn1)C(NS(=O)(=O)c1cccc2nsnc12)c1ccccc1,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,0.0
TOX-107374,O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(Br)o1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0
TOX-107375,O=C(Nc1nc(-c2ccccc2)cs1)c1cccc([N+](=O)[O-])c1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0
TOX-107376,O=C(Nc1ncc(Cc2cccc(Cl)c2)s1)c1cccs1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
TOX-107377,O=C(Nc1ncc2c(n1)-c1ccccc1CC2)c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
TOX-107378,O=C(Nc1nnc(-c2ccc(Cl)cc2)o1)Nc1ccccc1Cl,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,,,,,,,0.0
TOX-107379,O=C(Nc1nnc(COc2ccc(Cl)cc2)s1)c1ccc([N+](=O)[O-])cc1,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0
TOX-10738,O=C(O)Cc1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,
TOX-107380,O=C(Nc1nnc(SCc2ccc(Cl)cc2Cl)s1)C1COc2ccccc2O1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,0.0
TOX-107381,O=C(NCC(c1cccnc1)N1CCOCC1)Nc1ccccc1,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0
TOX-107382,O=C(NCc1ccc(F)cc1)C(c1ccncc1)N(C(=O)c1csnn1)C1CC1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,
TOX-107383,O=C(NCc1ccccc1)C(c1ccncc1)N(C(=O)c1csnn1)C1CC1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,0.0
TOX-107384,O=C(NCc1ccccc1)c1ccc(Cl)cc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.0
TOX-107385,O=C(NCc1ccccn1)c1cc(-c2ccccc2Cl)on1,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
TOX-107386,O=C(NCc1cccnc1)c1sc2cc(Cl)ccc2c1Cl,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,0.0
TOX-107387,O=C(NCC1CCCO1)/C(=C\c1ccco1)NC(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-107388,O=C(NCC1CCCO1)C(c1cccnc1)N(C(=O)Cc1cccs1)c1cccnc1,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0
TOX-107389,O=C(NCc1cn(-c2ccccc2)nc1-c1ccccc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,0.0
TOX-10739,O=C(O)Cc1ccc(Br)cc1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-107390,O=C(NCc1nnc(S)n1-c1cccc(Cl)c1)c1ccc(S(=O)(=O)N2CCCC2)cc1,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,0.0
TOX-107391,O=C(NCCC1=CCCCC1)C1CCCN(c2nc3ccccc3o2)C1,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
TOX-107392,O=C(NCCO)c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,
TOX-107393,O=C(NNC(=O)c1sc2ccccc2c1Cl)Nc1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0
TOX-107394,O=C(NOC(=O)c1cc(Br)ccc1Cl)c1cccs1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107395,O=C(O)/C(=C\c1ccc(O)cc1)c1cccc2ccccc12,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107396,O=C(O)/C=C\c1c[nH]cn1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0
TOX-107397,O=C(O)/C=C1\NC(=O)c2ccccc21,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107398,O=C(O)[C@@H](c1ccccc1)[C@@H](C(=O)O)c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,
TOX-107399,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)CO,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0
TOX-1074,O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
TOX-10740,COc1ccccc1OCC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-107400,O=C(O)[C@@H]1[C@@H](C(=O)O)[C@]23CCCC2=C2CC[C@@]3(C(=O)O)[C@]3(C(=O)O)C[C@@]213,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,
TOX-107401,O=C(O)[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](CCCCO)N1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,
TOX-107402,O=C(O)[C@@H]1CCCN1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107403,O=C(O)[C@@H]1CCCN1Cc1c[nH]c2ccccc12,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0
TOX-107404,O=C(O)[C@@H]1CCCN1Cc1ccc2c(c1)OCO2,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-107405,O=C(O)[C@H](CCc1ccccc1)N1C(=O)c2ccccc2C1=O,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107406,O=C(O)[C@H]1[C@@H]2C=C[C@H](O2)[C@@H]1C(=O)NCc1cccnc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107407,O=C(O)[C@H]1CCCC[C@@H]1C(=O)Nc1nc2ccccc2[nH]1,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-107408,O=C(O)C[C@@H](C(=O)O)c1ccccc1[N+](=O)[O-],,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-107409,O=C(O)C[C@H](S)C(=O)O,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-10741,Cc1cc(C)c(O)c(C(C)(C)C)c1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-107410,O=C(O)C[C@H](Sc1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107411,O=C(O)c1c(Br)c(Br)c(Br)c(Br)c1C1c2ccc(O)cc2Oc2cc(O)ccc21,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0
TOX-107412,O=C(O)C1C2CCC(C2)C1C(=O)NCc1ccco1,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0
TOX-107413,O=C(O)c1cc(/N=C\c2ccccc2O)cc(C(=O)O)c1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107414,O=C(O)c1cc(-c2ccc(-c3ccccc3)cc2)nc2cc3ccccc3cc12,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0
TOX-107415,O=C(O)c1ccc(/C=N\N=C2c3ccccc3-c3ccccc32)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,
TOX-107416,O=C(O)c1ccc(CSc2nc3ccccc3o2)cc1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
TOX-107417,O=C(O)c1cccc2cccc(-c3cccc4cccc(C(=O)O)c34)c12,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107418,O=C(O)C1CCCN1C(=O)OCc1ccccc1,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0
TOX-107419,O=C(O)c1cccnc1SCC(=O)N1CCCCCC1,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0
TOX-107420,O=C(O)C1CCN(c2ncccn2)CC1,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,0.0
TOX-107421,O=C(O)C1CCN(c2ncnc3ccc(-c4ccccc4C(F)(F)F)cc23)CC1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0
TOX-107422,O=C(O)CC(c1ccccc1)n1cnnn1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107423,O=C(O)Cc1cc(Cl)ccc1O,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107424,O=C(O)CCCCCNC(=O)c1ccncc1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0
TOX-107425,O=C(O)CCn1cnc2c(S)ncnc21,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107426,O=C(O)Cn1c(-c2ccccc2)nc2ccccc21,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107427,O=C(O)COc1ccc(OCCNC[C@@H](O)COc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,0.0
TOX-107428,O=C(O)CP(=O)(O)c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107429,O=C(O)CSc1cc(-c2ccccc2)nc2ccccc12,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,0.0
TOX-107430,O=C(O)CSCCc1ccccc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107431,O=C(OC(C(=O)O)C(OC(=O)c1ccccc1)C(=O)NCc1ccccc1)c1ccccc1,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,
TOX-107432,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCC(N2CCCCC2)CC1,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,
TOX-107433,O=C(Oc1ccccc1)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0
TOX-107434,O=C(Oc1ccccc1)N1CCC2(CC1)CN(c1ccncc1)C2,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,,,,0.0
TOX-107435,O=C(Oc1ccccc1)N1CCC2(CC1)CN(c1ncccn1)C2,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0
TOX-107436,O=C(Oc1ccccc1)N1CCC2(CCCN(c3ncccn3)C2)CC1,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,1.0
TOX-107437,O=C(OCC#CCSc1nnc(-c2cccc3ccccc23)o1)c1ccco1,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,0.0
TOX-107438,O=C1[C@H]2[C@@H](c3ccccc3)N[C@@H](c3ccccc3)[C@H]1[C@H](c1ccccc1)N[C@H]2c1ccccc1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107439,O=C1C(O)=C(C(C2=C(O)C(=O)c3ccccc3C2=O)c2ccc(Cl)cc2)C(=O)c2ccccc21,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
TOX-107440,O=C1C[C@H]2OCC=C3CN4CC[C@]5(C(=O)O)[C@@H]4C[C@@H]3[C@@H]2[C@H]5N1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107441,O=C1C=C(Nc2ccc(Cl)cc2)CC(c2ccc(Cl)cc2)C1,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0
TOX-107442,O=C1C=C[C@@H](O)[C@@H]2[C@@H]1CC[C@H]1C(=O)N(Cc3ccccc3)C(=O)[C@H]12,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107443,O=C1C2=CC[C@H]3C(=O)N(Cc4ccccc4)C(=O)[C@@H]3[C@@H]2[C@H](O)[C@@H]2O[C@H]12,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107444,O=C1C2C3C=CC([C@@H]2C(=O)N1C1CCCCC1)[C@H]1C(=O)N(C2CCCCC2)C(=O)C31,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0
TOX-107446,O=C1c2ccccc2C(=O)N1CCCCN(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,
TOX-107447,O=C1c2ccccc2NC(c2ccc(F)cc2)N1Cc1ccco1,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
TOX-107448,O=C1c2cccnc2C(O)N1C1CCCCC1,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0
TOX-107449,O=C1CC(=O)C(n2cncn2)C(c2cccc(Cl)c2)C1,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,,,0.0
TOX-10745,N#Cc1ccccc1N,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
TOX-107450,O=C1CC(c2cccc(F)c2)SC(N(c2ccccc2)c2ccccc2)=N1,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
TOX-107451,O=C1CC(c2ccccc2)Cc2nc(N3CCc4ccccc4C3)ncc21,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,,,,,,,,0.0
